wx,wy,wz,nx,ny,nz,tx,ty,tz,class
3.084,-1.374,11.471,-0.101,8.997,2.92,-9.771,3.875,12.169,cycling
2.972,-1.44,11.372,-0.147,8.993,3.296,-8.152,3.633,12.106,cycling
2.777,-1.477,11.248,-0.177,8.893,3.112,-5.826,3.576,12.125,cycling
2.595,-1.541,11.127,-0.195,8.739,3.255,-3.146,3.745,12.22,cycling
2.488,-1.583,10.951,-0.193,8.611,3.341,-0.609,4.055,12.215,cycling
2.527,-1.561,10.781,-0.166,8.54,3.401,1.432,4.451,12.119,cycling
2.705,-1.5,10.664,-0.113,8.503,3.406,2.549,4.855,11.911,cycling
2.856,-1.466,10.591,-0.065,8.514,3.387,2.721,5.104,11.608,cycling
2.904,-1.452,10.46,-0.012,8.522,3.369,2.035,5.082,11.37,cycling
2.902,-1.441,10.33,0.008,8.514,3.341,0.772,5.027,11.265,cycling
2.907,-1.42,10.157,-0.019,8.502,3.305,-0.807,4.954,11.255,cycling
2.874,-1.434,9.997,-0.073,8.479,3.327,-2.561,4.901,11.301,cycling
2.771,-1.531,9.845,-0.136,8.478,3.382,-4.25,4.897,11.296,cycling
2.589,-1.689,9.675,-0.186,8.523,3.476,-5.752,4.888,11.262,cycling
2.357,-1.86,9.462,-0.219,8.625,3.563,-6.895,4.841,11.281,cycling
2.163,-1.972,9.293,-0.245,8.786,3.637,-7.319,4.699,11.198,cycling
2.118,-1.958,9.188,-0.26,8.971,3.734,-6.94,4.505,10.658,cycling
2.272,-1.769,9.008,-0.248,9.122,3.721,-6.09,4.398,9.858,cycling
2.587,-1.453,8.855,-0.213,9.19,3.721,-5.131,4.384,9.319,cycling
2.97,-1.162,8.817,-0.162,9.228,3.654,-4.245,4.429,9.37,cycling
3.235,-1.01,8.831,-0.116,9.294,3.572,-3.508,4.262,9.697,cycling
3.176,-0.998,8.82,-0.06,9.365,3.509,-2.79,3.922,9.631,cycling
2.835,-1.037,8.758,-0.005,9.4,3.493,-2.301,3.632,9.157,cycling
2.465,-1.068,8.696,0.057,9.42,3.445,-2.175,3.553,8.507,cycling
2.241,-1.112,8.655,0.079,9.538,3.39,-2.442,3.62,8.024,cycling
2.156,-1.138,8.616,0.043,9.749,3.327,-3.091,3.766,8.012,cycling
2.204,-1.142,8.606,-0.055,9.898,3.306,-3.869,3.845,8.203,cycling
2.332,-1.101,8.571,-0.156,9.833,3.233,-4.583,3.753,8.408,cycling
2.488,-1.009,8.558,-0.242,9.614,3.087,-5.319,3.455,8.598,cycling
2.689,-0.921,8.546,-0.278,9.358,2.881,-5.879,2.926,8.622,cycling
2.851,-0.907,8.566,-0.316,9.171,2.713,-6.054,2.292,8.098,cycling
2.841,-0.942,8.559,-0.335,9.058,2.612,-5.965,1.652,6.967,cycling
2.643,-0.93,8.52,-0.344,8.993,2.57,-5.848,1.103,6.033,cycling
2.351,-0.846,8.537,-0.338,8.938,2.564,-5.781,0.76,5.484,cycling
2.081,-0.731,8.552,-0.353,8.922,2.559,-6.08,0.656,5.505,cycling
2.081,-0.599,8.495,-0.399,8.917,2.589,-6.579,0.614,5.929,cycling
1.948,-0.499,8.408,-0.478,8.957,2.666,-7.482,0.511,6.439,cycling
1.906,-0.439,8.393,-0.541,9.02,2.777,-8.333,0.248,6.549,cycling
1.921,-0.439,8.393,-0.548,9.023,2.901,-8.651,-0.085,6.378,cycling
1.964,-0.443,8.417,-0.503,8.966,3.007,-8.231,-0.532,5.968,cycling
2.046,-0.453,8.479,-0.431,8.861,3.079,-7.373,-1.046,5.265,cycling
2.158,-0.466,8.594,-0.356,8.721,3.109,-6.219,-1.533,4.26,cycling
2.26,-0.466,8.699,-0.326,8.631,3.13,-4.974,-1.852,3.743,cycling
2.315,-0.424,8.721,-0.363,8.663,3.151,-3.972,-2.154,4.359,cycling
2.328,-0.335,8.746,-0.418,8.78,3.181,-3.712,-2.576,6.032,cycling
2.291,-0.259,8.841,-0.494,8.948,3.209,-4.427,-2.957,7.468,cycling
2.184,-0.206,8.953,-0.602,9.093,3.212,-5.644,-3.122,8.259,cycling
1.998,-0.196,9.008,-0.67,9.213,3.242,-6.788,-2.709,8.6,cycling
1.814,-0.208,9.05,-0.703,9.261,3.259,-7.324,-1.834,8.408,cycling
1.708,-0.226,9.099,-0.658,9.267,3.217,-7.065,-0.976,7.605,cycling
1.672,-0.271,9.161,-0.591,9.279,3.196,-6.461,-0.177,7.003,cycling
1.683,-0.323,9.206,-0.524,9.258,3.182,-6.154,0.418,7.122,cycling
1.792,-0.296,9.27,-0.462,9.245,3.153,-6.043,0.658,7.586,cycling
2.016,-0.148,9.341,-0.394,9.248,3.133,-5.792,0.539,8.235,cycling
2.283,0.093,9.402,-0.34,9.267,3.095,-5.54,0.127,8.698,cycling
2.468,0.34,9.451,-0.292,9.29,3.073,-5.812,-0.081,8.696,cycling
2.531,0.522,9.487,-0.266,9.333,3.045,-6.458,-0.108,8.26,cycling
2.424,0.566,9.535,-0.254,9.454,3.041,-6.9,-0.23,7.693,cycling
2.216,0.506,9.592,-0.287,9.577,3.061,-6.846,-0.601,7.286,cycling
2.031,0.412,9.662,-0.358,9.597,3.077,-6.233,-1.19,7.124,cycling
1.944,0.298,9.711,-0.4,9.48,3.078,-6.37,-2.031,7.065,cycling
1.918,0.156,9.674,-0.394,9.279,3.059,-5.701,-2.913,6.698,cycling
1.86,0.002,9.534,-0.383,9.093,3.005,-5.071,-3.525,6.23,cycling
1.929,-0.128,9.657,-0.397,8.966,2.951,-4.597,-3.762,5.92,cycling
2.043,-0.235,9.734,-0.437,8.902,2.917,-4.268,-3.701,5.848,cycling
1.975,-0.334,9.626,-0.475,8.956,2.928,-4.075,-3.905,5.865,cycling
1.791,-0.412,9.493,-0.523,9.104,2.989,-3.962,-4.11,5.865,cycling
1.64,-0.461,9.323,-0.557,9.284,3.049,-3.841,-4.265,5.976,cycling
1.532,-0.517,9.177,-0.56,9.413,3.087,-3.439,-4.459,5.848,cycling
1.495,-0.613,9.091,-0.537,9.497,3.123,-2.825,-5.011,4.969,cycling
1.541,-0.712,9.012,-0.511,9.494,3.123,-1.972,-5.102,4.614,cycling
1.642,-0.79,8.902,-0.487,9.448,3.063,-1.972,-5.102,4.614,cycling
1.731,-0.842,8.796,-0.478,9.406,2.999,-1.797,-5.338,4.62,cycling
1.8,-0.894,8.727,-0.451,9.306,2.97,-1.726,-5.485,4.778,cycling
1.84,-0.94,8.733,-0.409,9.193,2.923,-1.585,-5.531,4.787,cycling
1.848,-0.979,8.77,-0.364,9.177,2.902,-1.441,-5.571,4.578,cycling
1.815,-0.964,8.793,-0.357,9.261,2.85,-1.471,-5.533,4.426,cycling
1.774,-0.906,8.778,-0.365,9.392,2.816,-1.903,-5.314,4.432,cycling
1.721,-0.82,8.704,-0.353,9.489,2.82,-2.658,-4.942,4.633,cycling
1.611,-0.709,8.601,-0.326,9.511,2.853,-3.511,-4.506,4.854,cycling
1.513,-0.596,8.557,-0.31,9.5,2.871,-4.401,-4.068,5.109,cycling
1.52,-0.486,8.574,-0.314,9.452,2.899,-5.187,-3.715,5.37,cycling
1.632,-0.406,8.599,-0.341,9.398,2.947,-5.756,-3.341,5.844,cycling
1.802,-0.362,8.601,-0.369,9.275,3.026,-5.924,-3.002,6.278,cycling
2.006,-0.347,8.687,-0.413,9.108,3.069,-5.642,-2.88,6.154,cycling
2.193,-0.328,8.924,-0.466,8.996,3.044,-5.106,-2.802,5.576,cycling
2.276,-0.316,9.236,-0.482,8.935,2.995,-4.685,-2.459,5.313,cycling
2.154,-0.354,9.516,-0.492,8.909,2.952,-4.466,-1.854,5.641,cycling
1.871,-0.407,9.687,-0.521,8.894,2.897,-4.192,-1.094,6.033,cycling
1.536,-0.389,9.772,-0.567,8.9,2.877,-4.029,-0.153,6.057,cycling
1.239,-0.312,9.837,-0.608,8.924,2.95,-4.687,1.068,6.796,cycling
1,-0.207,9.851,-0.639,8.964,3.035,-5.162,1.858,7.203,cycling
0.876,-0.099,9.89,-0.655,8.981,3.111,-5.256,2.225,7.975,cycling
0.887,-0.017,9.972,-0.625,8.97,3.157,-5.69,2.444,9.336,cycling
0.941,-0.056,10.153,-0.563,8.96,3.19,-6.47,2.766,10.921,cycling
0.985,-0.201,10.333,-0.463,8.933,3.194,-7.185,3.127,12.262,cycling
1.035,-0.35,10.483,-0.362,8.865,3.19,-7.327,3.595,12.953,cycling
1.05,-0.424,10.546,-0.28,8.776,3.145,-7.002,4.154,13.427,cycling
1.002,-0.448,10.532,-0.227,8.734,3.121,-6.278,4.433,13.616,cycling
0.854,-0.45,10.44,-0.198,8.77,3.138,-5.018,4.269,13.244,cycling
0.66,-0.419,10.321,-0.207,8.842,3.223,-3.019,3.688,12.425,cycling
0.468,-0.372,10.2,-0.242,8.884,3.382,-0.589,2.931,11.552,cycling
0.287,-0.36,10.081,-0.273,8.9,3.484,1.427,2.302,10.883,cycling
0.139,-0.435,9.955,-0.244,8.918,3.54,2.362,2.11,10.123,cycling
0.089,-0.542,9.833,-0.2,8.938,3.536,1.978,2.319,9.559,cycling
0.178,-0.644,9.752,-0.135,9.032,3.516,0.458,2.786,9.432,cycling
0.334,-0.718,9.674,-0.08,9.184,3.539,-1.539,3.352,9.656,cycling
0.494,-0.735,9.572,-0.054,9.318,3.502,-3.494,3.871,10.068,cycling
0.67,-0.655,9.425,-0.084,9.402,3.496,-5.112,4.038,10.682,cycling
0.87,-0.484,9.197,-0.117,9.403,3.498,-6.187,3.883,11.467,cycling
1.05,-0.261,8.934,-0.134,9.351,3.508,-6.721,3.609,12.35,cycling
1.202,-0.261,8.697,-0.177,9.395,3.382,-6.691,3.357,12.82,cycling
1.301,0.243,8.546,-0.238,9.509,3.358,-6.094,3.217,12.455,cycling
1.283,0.488,8.487,-0.272,9.553,3.393,-5.306,3.25,11.42,cycling
1.171,0.753,8.472,-0.292,9.48,3.326,-4.331,3.27,10.463,cycling
1.052,0.998,8.492,-0.299,9.369,3.166,-3.36,3.171,9.851,cycling
0.965,1.179,8.537,-0.326,9.257,3.038,-2.837,2.926,9.525,cycling
0.928,1.277,8.566,-0.352,9.066,2.957,-2.927,2.477,9.554,cycling
1.009,1.329,8.647,-0.376,8.829,2.911,-3.023,1.555,9.865,cycling
1.274,1.428,8.716,-0.413,8.663,2.877,-3.023,1.555,9.865,cycling
1.651,1.542,8.803,-0.474,8.577,2.904,-2.695,1.308,9.815,cycling
2.009,1.618,8.894,-0.543,8.495,2.962,-2.049,1.219,9.896,cycling
2.247,1.644,9.013,-0.612,8.435,3.002,-1.214,1.356,10.445,cycling
2.307,1.651,9.201,-0.643,8.394,3.023,-0.68,1.599,10.725,cycling
2.106,1.666,9.436,-0.645,8.428,3.039,-0.432,1.81,10.195,cycling
1.682,1.693,9.553,-0.634,8.504,3.103,-0.608,1.964,8.819,cycling
1.128,1.751,9.608,-0.622,8.628,3.165,-1.432,1.999,7.751,cycling
0.6,1.787,9.643,-0.609,8.693,3.176,-2.698,1.973,7.79,cycling
0.187,1.765,9.743,-0.595,8.691,3.181,-4.061,1.861,8.903,cycling
-0.005,1.706,9.935,-0.56,8.647,3.175,-5.092,1.731,9.869,cycling
0.062,1.702,10.184,-0.535,8.651,3.184,-5.738,1.615,9.603,cycling
0.273,1.748,10.39,-0.541,8.69,3.219,-6.207,1.453,8.79,cycling
0.553,1.804,10.572,-0.553,8.77,3.296,-6.278,1.282,8.147,cycling
0.826,1.799,10.754,-0.565,8.859,3.397,-6.029,1.047,7.744,cycling
1.01,1.751,10.89,-0.563,8.953,3.474,-5.65,0.765,7.633,cycling
0.988,1.684,10.989,-0.563,9.082,3.5,-5.316,0.415,7.794,cycling
0.763,1.646,11.031,-0.575,9.287,3.522,-5.064,-0.019,8.268,cycling
0.396,1.598,10.991,-0.601,9.53,3.597,-4.811,-0.484,8.309,cycling
-0.018,1.561,10.907,-0.632,9.77,3.675,-4.793,-0.919,8.376,cycling
-0.329,1.498,10.818,-0.663,10.076,3.725,-4.842,-1.204,8.897,cycling
-0.505,1.378,10.762,-0.649,9.944,3.745,-4.875,-1.284,9.214,cycling
-0.548,1.215,10.727,-0.633,9.975,3.693,-4.781,-1.313,9.091,cycling
-0.412,1.03,10.69,-0.602,9.855,3.565,-4.97,-1.024,9.036,cycling
-0.101,0.895,10.641,-0.567,9.635,3.565,-5.138,-0.682,9.033,cycling
0.26,0.782,10.584,-0.522,9.4,3.09,-5.206,-0.373,9.165,cycling
0.63,0.67,10.525,-0.497,9.244,3.264,-4.978,-0.235,9.468,cycling
0.953,0.573,10.454,-0.476,9.137,3.182,-4.314,-0.357,9.81,cycling
1.158,0.476,10.347,-0.47,9.049,3.124,-3.486,-0.715,9.668,cycling
1.166,0.375,10.212,-0.444,8.967,3.127,-2.693,-1.15,9.317,cycling
0.98,0.265,10.069,-0.418,8.92,3.175,-2.291,-1.539,8.836,cycling
0.704,0.182,9.961,-0.396,8.903,3.219,-2.269,-1.781,8.486,cycling
0.45,0.147,9.869,-0.372,8.898,3.248,-2.362,-1.899,8.356,cycling
0.271,0.158,9.748,-0.347,8.866,3.288,-2.298,-2.028,8.068,cycling
0.188,0.175,9.634,-0.326,8.863,3.274,-2.046,-2.399,7.465,cycling
0.2,0.162,9.488,-0.32,8.897,3.229,-1.621,-2.874,6.881,cycling
0.271,0.135,9.239,-0.329,8.939,3.156,-1.328,-3.375,6.314,cycling
0.375,0.116,9.024,-0.332,8.99,3.086,-1.238,-3.906,5.981,cycling
0.375,0.105,8.812,-0.345,9.175,3.005,-1.176,-4.42,5.634,cycling
0.485,0.084,8.572,-0.388,9.43,2.982,-1.172,-4.884,5.221,cycling
0.47,0.08,8.303,-0.443,9.598,3.049,-1.264,-5.308,4.847,cycling
0.344,0.08,8.085,-0.49,9.677,3.148,-1.504,-5.534,4.682,cycling
0.182,0.01,7.903,-0.499,9.712,3.206,-1.75,-5.725,4.423,cycling
0.008,0.01,7.687,-0.516,9.754,3.249,-1.935,-6.079,4.414,cycling
-0.139,-0.101,7.38,-0.535,9.754,3.238,-2.184,-6.553,4.675,cycling
-0.225,-0.23,7.151,-0.535,9.723,3.153,-2.411,-6.907,4.961,cycling
-0.201,-0.346,6.954,-0.485,9.614,3.062,-2.447,-6.989,5.004,cycling
-0.101,-0.445,7.019,-0.415,9.512,2.972,-2.264,-6.955,4.885,cycling
0.128,-0.567,6.837,-0.346,9.464,2.887,-2.012,-6.873,4.884,cycling
0.448,-0.721,6.764,-0.312,9.457,2.862,-1.881,-6.536,4.902,cycling
0.77,-0.905,6.891,-0.299,9.439,2.884,-1.926,-6.043,4.973,cycling
0.943,-1.103,7.093,-0.326,9.348,2.909,-2.136,-5.465,5.089,cycling
0.885,-1.178,7.199,-0.357,9.189,2.913,-2.303,-4.949,5.041,cycling
0.721,-1.067,7.183,-0.351,9.05,2.851,-2.383,-4.695,5.146,cycling
0.576,-0.79,7.063,-0.273,8.863,2.796,-2.308,-4.588,5.555,cycling
0.485,-0.504,7.034,-0.152,8.729,2.776,-2.201,-4.482,6.103,cycling
0.508,-0.322,7.149,-0.056,8.647,2.812,-2.077,-4.334,6.497,cycling
0.735,-0.174,7.469,-0.032,8.645,2.895,-2.255,-4.184,6.699,cycling
1.14,-0.014,7.919,-0.109,8.662,3.029,-2.735,-4.008,6.839,cycling
1.684,0.183,8.401,-0.232,8.668,3.15,-3.285,-3.773,6.974,cycling
2.303,0.468,8.784,-0.352,8.661,3.292,-3.667,-3.542,7.244,cycling
2.96,0.803,9.177,-0.42,8.647,3.519,-3.87,-3.309,7.246,cycling
3.543,1.087,9.714,-0.461,8.674,3.664,-3.938,-2.962,7.487,cycling
3.715,1.228,10.274,-0.49,8.787,3.767,-3.926,-2.647,7.854,cycling
3.344,1.288,10.731,-0.494,8.905,3.831,-3.733,-2.403,8.174,cycling
2.761,1.41,11.072,-0.435,8.947,3.882,-3.39,-2.257,8.308,cycling
2.312,1.584,11.275,-0.329,8.964,3.855,-2.97,-2.103,8.256,cycling
2.136,1.751,11.436,-0.217,9.074,3.789,-2.632,-1.895,7.97,cycling
2.304,1.881,11.594,-0.123,9.221,3.746,-2.399,-1.544,7.821,cycling
2.687,1.984,11.773,-0.04,9.248,3.705,-2.254,-1.184,7.597,cycling
3.11,2.03,11.966,0.04,9.072,3.592,-2.14,-0.796,7.629,cycling
3.454,2.006,12.099,0.091,8.772,3.417,-2.102,-0.395,7.776,cycling
3.639,1.913,12.23,0.069,8.485,3.278,-2.349,0.086,8.192,cycling
3.569,1.799,12.327,-0.017,8.355,3.259,-2.684,0.487,8.42,cycling
3.287,1.742,12.362,-0.093,8.414,3.378,-2.96,0.76,8.516,cycling
2.92,1.723,12.374,-0.126,8.569,3.567,-3.267,0.915,8.633,cycling
2.534,1.735,12.366,-0.11,8.672,3.774,-3.165,0.905,8.885,cycling
2.229,1.792,12.378,-0.075,8.751,4.037,-3.334,0.891,9.189,cycling
2.047,1.816,12.426,-0.061,8.964,4.105,-3.478,1.006,9.516,cycling
1.999,1.793,12.486,-0.061,8.964,4.105,-3.508,1.006,9.825,cycling
2.076,1.798,12.558,-0.073,8.966,4.116,-3.31,1.462,10.233,cycling
2.217,1.87,12.62,-0.09,8.794,4.017,-3.038,1.514,10.799,cycling
2.32,1.951,12.591,-0.105,8.528,3.813,-2.978,2.143,11.598,cycling
2.257,1.982,12.486,-0.146,8.335,3.557,-3.229,3.069,12.21,cycling
1.97,1.933,12.289,-0.226,8.364,3.342,-3.622,3.997,12.52,cycling
1.547,1.841,12.048,-0.323,8.669,3.282,-3.892,4.705,12.459,cycling
1.111,1.705,11.832,-0.394,9.091,3.409,-3.977,5.016,12.39,cycling
0.737,1.535,11.603,-0.408,9.413,3.628,-4.128,5.101,12.4,cycling
0.512,1.337,11.31,-0.394,9.584,3.818,-4.537,5.005,12.68,cycling
0.582,1.18,11,-0.388,9.635,3.916,-5.086,4.878,12.828,cycling
0.941,1.116,10.635,-0.435,9.591,3.941,-5.416,4.907,12.93,cycling
1.401,1.116,10.307,-0.496,9.444,3.894,-5.353,5.209,13.088,cycling
1.749,1.144,9.967,-0.563,9.266,3.742,-4.766,5.423,13.046,cycling
1.83,1.179,9.689,-0.617,9.082,3.563,-3.677,5.492,12.425,cycling
1.577,1.162,9.42,-0.597,8.906,3.431,-3.078,5.347,11.927,cycling
1.136,1.064,9.137,-0.526,8.77,3.385,-3.084,4.887,11.684,cycling
0.71,0.905,8.85,-0.405,8.69,3.408,-3.231,4.257,12.024,cycling
0.366,0.73,8.528,-0.298,8.675,3.5,-3.299,3.715,12.401,cycling
0.232,0.567,8.153,-0.217,8.689,3.636,-3.329,3.279,12.237,cycling
0.249,0.448,7.799,-0.184,8.704,3.748,-3.251,2.984,11.563,cycling
0.389,0.369,7.462,-0.22,8.73,3.844,-2.916,1.942,9.633,cycling
0.644,0.329,7.159,-0.286,8.698,3.921,-2.416,1.81,9.056,cycling
0.905,0.263,6.912,-0.332,8.589,3.992,-2.02,1.832,9.056,cycling
1.098,0.188,6.724,-0.3,8.408,4.013,-2.012,1.802,8.546,cycling
1.079,0.048,6.548,-0.177,8.255,3.967,-2.507,2.078,8,cycling
0.819,-0.126,6.376,0.024,8.15,3.897,-3.577,2.44,7.01,cycling
0.486,-0.225,6.225,0.232,8.074,3.847,-4.73,2.598,5.869,cycling
0.268,-0.251,6.154,0.383,8.076,3.853,-5.605,2.327,5.561,cycling
0.225,-0.237,6.169,0.435,8.145,3.885,-6.031,1.7,6.217,cycling
0.297,-0.225,6.257,0.35,8.255,3.971,-5.768,0.873,6.855,cycling
0.42,-0.182,6.341,0.158,8.371,4.086,-5.282,0.134,6.549,cycling
0.554,-0.09,6.456,-0.08,8.526,4.17,-4.899,-0.28,5.886,cycling
0.63,0.007,6.597,-0.297,8.712,4.232,-4.673,-0.248,5.283,cycling
0.638,0.109,6.724,-0.442,8.93,4.298,-4.596,0.189,5.37,cycling
0.655,0.243,6.831,-0.533,9.146,4.389,-4.873,0.936,6.097,cycling
0.697,0.359,6.885,-0.57,9.3,4.444,-5.441,1.616,6.619,cycling
0.722,0.461,6.981,-0.571,9.345,4.402,-5.856,1.729,7.236,cycling
0.778,0.552,7.141,-0.581,9.406,4.282,-5.901,1.322,8.867,cycling
0.912,0.618,7.365,-0.617,9.512,4.149,-5.412,0.479,10.776,cycling
1.107,0.615,7.701,-0.675,9.621,4.034,-4.676,-0.693,11.362,cycling
1.305,0.506,8.082,-0.7,9.71,3.925,-4.131,-1.848,10.608,cycling
1.506,0.35,8.455,-0.651,9.746,3.801,-4.037,-2.288,9.977,cycling
1.651,0.178,8.862,-0.589,9.714,3.626,-4.074,-1.833,10.072,cycling
1.702,0.083,9.219,-0.528,9.668,3.444,-4.165,-0.83,10.533,cycling
1.697,0.11,9.513,-0.473,9.627,3.275,-4.235,0.069,10.533,cycling
1.615,0.243,9.725,-0.433,9.59,3.151,-4.56,0.633,9.993,cycling
1.518,0.442,9.861,-0.4,9.521,3.031,-5.307,0.905,9.585,cycling
1.448,0.667,9.929,-0.352,9.391,2.907,-6.176,0.775,9.41,cycling
1.391,0.864,9.931,-0.287,9.268,2.786,-6.565,0.467,9.28,cycling
1.383,0.983,9.928,-0.172,9.171,2.666,-6.279,0.018,9.055,cycling
1.421,0.978,10.045,-0.072,9.108,2.577,-5.705,-0.694,8.724,cycling
1.478,0.842,10.245,-0.065,9.1,2.592,-4.942,-0.931,8.121,cycling
1.531,0.666,10.406,-0.195,9.154,2.717,-4.416,-0.49,7.129,cycling
1.575,0.62,10.494,-0.362,9.2,2.89,-4.271,-0.353,6.39,cycling
1.615,0.691,10.53,-0.438,9.251,3.118,-4.129,-1.019,6.067,cycling
1.559,0.765,10.562,-0.4,9.252,3.315,-3.676,-1.917,5.936,cycling
1.444,0.84,10.627,-0.272,9.23,3.46,-3.273,-2.68,5.929,cycling
1.343,0.976,10.663,-0.134,9.232,3.519,-3.075,-3.478,5.948,cycling
1.338,1.101,10.695,-0.062,9.218,3.536,-2.807,-4.221,5.735,cycling
1.444,1.184,10.792,-0.06,9.159,3.559,-2.245,-4.833,5.359,cycling
1.609,1.238,10.876,-0.135,9.109,3.587,-1.621,-5.321,5.405,cycling
1.806,1.318,11.015,-0.214,9.066,3.603,-1.144,-5.482,5.551,cycling
1.96,1.404,11.188,-0.263,8.99,3.622,-0.656,-5.368,5.285,cycling
1.962,1.47,11.322,-0.262,8.904,3.6,-0.22,-5.06,4.865,cycling
1.826,1.523,11.398,-0.151,8.85,3.581,0.113,-4.779,4.407,cycling
1.632,1.522,11.513,-0.007,8.842,3.503,0.248,-4.577,4.09,cycling
1.409,1.471,11.637,0.107,8.818,3.419,0.202,-4.418,4.052,cycling
1.188,1.387,11.673,0.162,8.741,3.375,0.067,-4.251,4.155,cycling
1.04,1.273,11.644,0.12,8.656,3.316,-0.132,-4.1,4.344,cycling
1.016,1.143,11.599,-0.026,8.601,3.243,-0.335,-4.045,4.772,cycling
1.109,1.024,11.516,-0.221,8.583,3.162,-0.619,-4.13,5.203,cycling
1.25,0.95,11.386,-0.403,8.619,3.175,-0.976,-4.329,5.382,cycling
1.393,0.929,11.19,-0.403,8.619,3.175,-1.33,-4.398,5.382,cycling
1.512,0.947,10.981,-0.551,8.645,3.175,-1.776,-4.186,5.477,cycling
1.55,0.965,10.749,-0.596,8.639,3.274,-2.399,-3.688,5.687,cycling
1.502,0.968,10.507,-0.56,8.625,3.411,-3.141,-2.922,5.969,cycling
1.502,0.946,10.311,-0.48,8.607,3.545,-3.934,-2.012,6.34,cycling
1.404,0.888,10.13,-0.406,8.613,3.67,-4.796,-0.956,6.766,cycling
1.329,0.888,9.928,-0.406,8.584,3.784,-5.618,0.074,7.155,cycling
1.268,0.85,9.74,-0.351,8.474,3.869,-6.384,1.038,7.615,cycling
1.24,0.852,9.74,-0.347,8.333,3.864,-7.004,1.822,8.073,cycling
1.273,0.843,9.274,-0.376,8.327,3.803,-7.232,2.477,8.375,cycling
1.308,0.861,9.427,-0.441,8.327,3.806,-7.075,3.062,8.693,cycling
1.38,0.904,9.252,-0.515,8.794,3.875,-6.389,3.537,9.397,cycling
1.425,0.948,9.092,-0.567,8.678,3.931,-5.332,4.039,10.616,cycling
1.417,0.976,8.973,-0.606,8.879,4.025,-4.184,4.506,12.008,cycling
1.372,1.004,8.873,-0.599,9.006,4.025,-3.152,4.945,13.494,cycling
1.306,1.032,8.786,-0.602,9.165,4.129,-2.114,5.258,15.162,cycling
1.188,1.037,8.681,-0.606,9.47,4.241,-0.942,5.422,16.756,cycling
1.077,1.003,8.593,-0.613,9.732,4.322,0.248,5.302,17.928,cycling
1.01,0.958,8.535,-0.606,9.815,4.31,1.243,5.219,18.434,cycling
0.972,0.887,8.545,-0.591,9.653,4.165,1.757,5.247,18.389,cycling
0.961,0.785,8.599,-0.605,9.325,3.862,1.906,5.181,17.824,cycling
0.983,0.833,8.813,-0.633,8.926,3.543,1.906,4.986,16.495,cycling
1.098,0.833,8.813,-0.664,8.578,3.26,1.545,4.701,14.196,cycling
1.241,0.986,8.863,-0.71,8.467,3.081,0.457,4.535,11.553,cycling
1.34,1.118,8.868,-0.759,8.588,3.056,-1.283,4.563,9.468,cycling
1.344,1.165,8.88,-0.807,8.799,3.14,-3.244,4.736,7.937,cycling
1.255,1.154,8.959,-0.839,8.947,3.3,-4.924,4.969,7.298,cycling
1.115,1.116,9.024,-0.863,9.008,3.478,-5.976,4.991,7.518,cycling
1.013,1.097,9.08,-0.9,8.972,3.64,-6.169,4.8,7.166,cycling
0.964,1.098,9.173,-0.93,8.88,3.733,-6.213,4.486,6.467,cycling
0.958,1.111,9.216,-0.911,8.764,3.722,-6.519,4.011,6.557,cycling
0.935,1.131,9.208,-0.839,8.685,3.643,-6.814,3.221,7.175,cycling
0.881,1.135,9.177,-0.725,8.661,3.542,-6.401,2.292,7.394,cycling
0.822,1.104,9.153,-0.576,8.728,3.484,-5.222,1.365,7.154,cycling
0.769,1.031,9.13,-0.425,8.808,3.476,-3.886,0.49,6.904,cycling
0.717,0.911,9.147,-0.299,8.863,3.513,-2.774,-0.335,6.729,cycling
0.704,0.778,9.201,-0.254,8.871,3.589,-2.138,-0.868,6.513,cycling
0.735,0.663,9.28,-0.287,8.829,3.649,-1.96,-1.097,6.391,cycling
0.789,0.584,9.286,-0.381,8.778,3.736,-2.102,-1.155,6.158,cycling
0.874,0.563,9.22,-0.481,8.757,3.864,-2.527,-1.13,5.853,cycling
0.962,0.584,9.104,-0.51,8.712,3.992,-2.99,-1.037,5.592,cycling
0.979,0.6,9.005,-0.439,8.657,4.065,-3.448,-0.815,5.35,cycling
0.948,0.614,8.965,-0.308,8.571,4.02,-3.956,-0.466,5.131,cycling
0.915,0.633,8.96,-0.129,8.475,3.903,-4.647,-0.002,5.24,cycling
0.891,0.637,8.99,0.037,8.402,3.803,-5.519,0.326,5.99,cycling
0.922,0.648,9.023,0.163,8.349,3.778,-6.072,0.427,7.256,cycling
1.031,0.686,9.062,0.202,8.347,3.815,-6.164,0.316,8.758,cycling
1.19,0.739,9.088,0.134,8.404,3.871,-5.92,0.147,10.123,cycling
1.33,0.763,9.131,-0.024,8.523,3.934,-5.42,0.147,10.465,cycling
1.377,0.727,9.196,-0.215,8.696,4,-5.075,0.014,9.669,cycling
1.298,0.634,9.233,-0.391,8.871,4.04,-5.547,0.552,9.365,cycling
1.168,0.529,9.275,-0.536,9.026,4.073,-7.043,1.482,10.145,cycling
1.081,0.46,9.315,-0.634,9.104,4.081,-8.527,2.248,11.012,cycling
1.103,0.411,9.39,-0.692,9.134,4.04,-8.929,2.74,11.727,cycling
1.223,0.357,9.501,-0.696,9.115,3.971,-8.246,2.945,11.873,cycling
1.384,0.327,9.686,-0.655,9.097,3.891,-7.226,3.085,11.688,cycling
